,PRODUCT_NAME,PRODUCT_LINK,MRP,PRICE,DISCOUNT,DESCRIPTION,PRODUCT_RATING
31,"FURNITUREHUB Sheesham Wood Computer Desk Writing Study Table for Students Home Office Desk Solid Wood Office Table  (Free Standing, Finish Color - Brown, DIY(Do-It-Yourself))",https://www.flipkart.com/furniturehub-sheesham-wood-computer-desk-writing-study-table-students-home-office-solid/p/itm5a313eb30f2d7?pid=OSTGKGHHAMFMGGEG&lid=LSTOSTGKGHHAMFMGGEGH1QGDF&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_32&otracker=search&fm=organic&iid=en_DJvQ4C_q6zNTpv7CZoKbot6fCzZQHFYhykl7SVBLqRnMHyvH6otr9-ZS6tYTJpI8rl4G3U3vOrSy9im25Dh8NQ%3D%3D&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"29,999","11,541",61% off,Material: Rosewood (Sheesham)| Configuration: L-shaped| Height x Width: 76 cm x 140 cm (2 ft 5 in x 4 ft 7 in)| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,3.3
32,"Maruti Multi Purpose Writting Board With Study Table. Engineered Wood Study Table  (Free Standing, Finish Color - WHITE, Pre-assembled)",https://www.flipkart.com/maruti-multi-purpose-writting-board-study-table-engineered-wood-table/p/itm14d65a09e1e9e?pid=OSTGBANGKKQE7QAH&lid=LSTOSTGBANGKKQE7QAHWWXV2X&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_33&otracker=search&fm=organic&iid=65f2a563-ccd9-4548-9e4f-0a8a21ff9ebf.OSTGBANGKKQE7QAH.SEARCH&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"2,499","1,139",54% off,Material: Plywood| Configuration: Straight| Height x Width: 24 cm x 40 cm (9 in x 1 ft 3 in)| Pre Assembled (Ready to Use),4.3
33,"RCM Laptop Stand Wood Portable Laptop Table  (Finish Color - Beige, Pre Assembled)",https://www.flipkart.com/rcm-laptop-stand-wood-portable-table/p/itm640d92dbb1e39?pid=PLLFW7H9ZGGMHVB9&lid=LSTPLLFW7H9ZGGMHVB9JUVOPR&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_34&otracker=search&fm=organic&iid=65f2a563-ccd9-4548-9e4f-0a8a21ff9ebf.PLLFW7H9ZGGMHVB9.SEARCH&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"1,299",474,63% off,Primary Material: Wood| W x H x D: 600 mm x 280 mm x 280 mm (1 ft 11 in x 11 in x 11 in)| Foldable,3.9
34,"AVI CREATION Brown Metal Portable Laptop Table  (Finish Color - Pink, Pre Assembled)",https://www.flipkart.com/avi-creation-brown-metal-portable-laptop-table/p/itmc2bb8dde8f010?pid=PLLG7HZHQJWEYGZB&lid=LSTPLLG7HZHQJWEYGZBEQXTFS&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_35&otracker=search&fm=organic&iid=65f2a563-ccd9-4548-9e4f-0a8a21ff9ebf.PLLG7HZHQJWEYGZB.SEARCH&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"1,199",525,56% off,Primary Material: Metal| W x H x D: 59 cm x 28 cm x 39.3 cm (1 ft 11 in x 11 in x 1 ft 3 in)| Foldable,4.1
35,"Sarvatr Foldable and Portable Laptop Table Wood Portable Laptop Table  (Finish Color - Pink, Pre Assembled)",https://www.flipkart.com/sarvatr-foldable-portable-laptop-table-wood/p/itm4d216108bd1c8?pid=PLLG7MFFQZW7YGZ6&lid=LSTPLLG7MFFQZW7YGZ6UK2W0M&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_36&otracker=search&fm=organic&iid=65f2a563-ccd9-4548-9e4f-0a8a21ff9ebf.PLLG7MFFQZW7YGZ6.SEARCH&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"1,491",469,68% off,Primary Material: Wood| W x H x D: 60 cm x 28 cm x 60 cm (1 ft 11 in x 11 in x 1 ft 11 in)| Foldable,4.1
36,"LOONART Solid Sheesham Wood Side Table For Living Rom / Bed Room / Hotel. Solid Wood Side Table  (Finish Color - Walnut Finish, Pre-assembled)",https://www.flipkart.com/loonart-solid-sheesham-wood-side-table-living-rom-bed-room-hotel/p/itm8417b23557bee?pid=SITGMDKFSBYNKMUG&lid=LSTSITGMDKFSBYNKMUGIUWPWT&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_37&otracker=search&fm=organic&iid=en_DJvQ4C_q6zNTpv7CZoKbot6fCzZQHFYhykl7SVBLqRkrBuRDeE1GdqYeunfWCeK3WE3B45ceQ1pE5WRh_T0UVA%3D%3D&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"8,999","3,779",58% off,Rectangular| Width x Height: 43 x 57 cm (1 ft 4 in x 1 ft 10 in)| Suitable For: Bedroom Furniture| Living Room| Storage Included| Pre Assembled (Ready to Use),3.9
37,"HOUSE OF QUIRK C-Shaped Corner Movable Coffee Table Square Sofa Side Table -52DX34WX60H Cm Solid Wood Corner Table  (Finish Color - Brown, DIY(Do-It-Yourself))",https://www.flipkart.com/house-quirk-c-shaped-corner-movable-coffee-table-square-sofa-side-52dx34wx60h-cm-solid-wood/p/itma62ba718b4344?pid=SITGQSDRGVAHRP3H&lid=LSTSITGQSDRGVAHRP3HN9XXWN&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_38&otracker=search&fm=organic&iid=en_DJvQ4C_q6zNTpv7CZoKbot6fCzZQHFYhykl7SVBLqRlfrBjTnbhW463JOTcn6i1sd0ZjPk-QNnvm8EAy_ioDcg%3D%3D&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"4,999","2,699",46% off,Square| Width x Height: 34 x 60 cm (1 ft 1 in x 1 ft 11 in)| Suitable For: Living Room| Bedroom Furniture| Storage Included| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions,4.4
38,"RUTJA Foldable multipurpose Laptop table Wood Portable Laptop Table  (Finish Color - Black Flower, Pre Assembled)",https://www.flipkart.com/rutja-foldable-multipurpose-laptop-table-wood-portable/p/itm8828650583ec3?pid=PLLG44XWHHHADTGG&lid=LSTPLLG44XWHHHADTGGDAWJ7P&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_39&otracker=search&fm=organic&iid=65f2a563-ccd9-4548-9e4f-0a8a21ff9ebf.PLLG44XWHHHADTGG.SEARCH&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,998,474,52% off,Primary Material: Wood| W x H x D: 600 cm x 40 cm x 26 cm (19 ft 8 in x 1 ft 3 in x 10 in)| Foldable,4
39,"MITHILA Multipurpose Foldable Table with Cup Holder, Study , Bed ,Table, Portable Plastic Portable Laptop Table  (Finish Color - BLACK, Pre Assembled)",https://www.flipkart.com/mithila-multipurpose-foldable-table-cup-holder-study-bed-table-portable-plastic-laptop/p/itmc6426fa433bee?pid=PLLFXQRKDJAUHN6B&lid=LSTPLLFXQRKDJAUHN6BMSE7GB&marketplace=FLIPKART&q=tables&store=wwe&srno=s_1_40&otracker=search&fm=organic&iid=65f2a563-ccd9-4548-9e4f-0a8a21ff9ebf.PLLFXQRKDJAUHN6B.SEARCH&ppt=None&ppn=None&ssid=cbciu4iae80000001689605543589&qH=9ab2ec7ea4a20413,"2,376",465,80% off,Primary Material: Plastic| W x H x D: 60 cm x 27 cm x 40 cm (1 ft 11 in x 10 in x 1 ft 3 in)| Foldable,3.9
40,"Flipkart Perfect Homes PureWood Sheesham TV Entertainment Unit  (Finish Color - Natural Teak, Pre-assembled)",https://www.flipkart.com/flipkart-perfect-homes-purewood-sheesham-tv-entertainment-unit/p/itmf6dg3et8y3kha?pid=TVUF6DG3ZDRDSSCM&lid=LSTTVUF6DG3ZDRDSSCMWDP1YJ&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_41&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_x4HIoNCD4FKPMGXa1ybLyhAFvR1qPNiK6EtaPISyGxJw%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"19,999","13,999",30% off,Material: Sheesham Wood| W x H x D: 145 cm x 50 cm x 35 cm (4 ft 9 in x 1 ft 7 in x 1 ft 1 in)| Ideal TV Size: 55 inch| Number of Drawers: 0| Number of Open Shelves: 2| Number of Closed Shelves: 1| Delivery Condition: Pre Assembled (Ready to Use),4.5
41,"ANIKAA Mavis Dressing Wall Mirror with Shelves/Wall Hanging Dressing Mirrors with Shelf for Living Room Bedroom/Wall Mounted Dressing Mirror for Wall Decor (Wenge) Engineered Wood Dressing Table  (Finish Color - , Wenge, DIY(Do-It-Yourself))",https://www.flipkart.com/anikaa-mavis-dressing-wall-mirror-shelves-wall-hanging-mirrors-shelf-living-room-bedroom-wall-mounted-decor-wenge-engineered-wood-table/p/itmd2c19b0bf754f?pid=DTBG9WNZFXVFDZB3&lid=LSTDTBG9WNZFXVFDZB3IKXMTR&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_42&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_yiL_rsFITs79e9WVLqgMr0ybh9AOPEYEQgv1dr_4JOeQ%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"7,999","2,720",65% off,Storage Included| W x H x D: 60 cm x 80 cm x 12 cm (1 ft 11 in x 2 ft 7 in x 4 in)| Mirror W x H: 36 cm x 61 cm| Finish Type: Matte | Finish Color: Wenge| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,3.9
42,"ELTOP Coffee Centre Table With Glass For Living Room Glass Coffee Table  (Finish Color - Brown, Knock Down)",https://www.flipkart.com/eltop-coffee-centre-table-glass-living-room/p/itmfa07c554c5937?pid=CFTGKKZGRHGKMSDG&lid=LSTCFTGKKZGRHGKMSDGOYQLOP&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_43&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.CFTGKKZGRHGKMSDG.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"14,999","6,999",53% off,MDF| Engineered Wood| W x H x D: 99 cm x 45 cm x 53 cm (3 ft 2 in x 1 ft 5 in x 1 ft 8 in)| Storage Included| Knock Down - Delivered in non-assembled pieces| installation by service partner,4
43,"RSPOL 2 DRAWER Engineered Wood Bedside Table  (Finish Color - SAW CUT DARK, Pre-assembled)",https://www.flipkart.com/rspol-2-drawer-engineered-wood-bedside-table/p/itm65206fefa3a6d?pid=SITG9HF79GJH45HZ&lid=LSTSITG9HF79GJH45HZYSPNI4&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_44&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.SITG9HF79GJH45HZ.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"4,999","2,805",43% off,Square| Width x Height: 45 x 45 cm (1 ft 5 in x 1 ft 5 in)| Suitable For: Bedroom Furniture| Storage Included| Pre Assembled (Ready to Use),4.2
44,"Flipkart Perfect Homes Dorn Glass Coffee Table  (Finish Color - Black, Knock Down)",https://www.flipkart.com/flipkart-perfect-homes-dorn-glass-coffee-table/p/itm404638d11bced?pid=CFTFYEFHBAARFWWV&lid=LSTCFTFYEFHBAARFWWVFTPWYD&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_45&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.CFTFYEFHBAARFWWV.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"8,999","6,299",30% off,Tempered Glass| Glass| W x H x D: 110 cm x 45 cm x 60 cm (3 ft 7 in x 1 ft 5 in x 1 ft 11 in)| Storage Included| Knock Down - Delivered in non-assembled pieces| installation by service partner,4.4
45,"HARIOM ALL IN ONE Solid Wood Study Table  (Finish Color - ABCD, Pre-assembled)",https://www.flipkart.com/hariom-all-one-solid-wood-study-table/p/itmad42314bff353?pid=KDTFYMWGPBQMQD2F&lid=LSTKDTFYMWGPBQMQD2FQZYYHB&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_46&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.KDTFYMWGPBQMQD2F.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"1,122",499,55% off,Shape: Rectangle| W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in)| Adjustable Height| Foldable| Pre Assembled (Ready to Use),4
46,"ANIKAA Metal Nesting Table  (Finish Color - White, Set of - 2, DIY(Do-It-Yourself))",https://www.flipkart.com/anikaa-metal-nesting-table/p/itm95e44f2713c8d?pid=NTTGRDZSPYTK3YPD&lid=LSTNTTGRDZSPYTK3YPDZK0EGL&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_47&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_wBGoSjj2jQZpZrqcG5L9bLmhHQ5W1cCONwEUg4gR5krw%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"25,999","16,499",36% off,Shape: Round| Delivery Condition: DIY(Do-It-Yourself)| Finish: Matte| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,4.2
47,"Crystal Furnitech Elfin Engineered Wood Dressing Table  (Finish Color - , Wallnut + White, Knock Down)",https://www.flipkart.com/crystal-furnitech-elfin-engineered-wood-dressing-table/p/itm75c98e8d4a80e?pid=DTBEXHZQ4KPHJSRX&lid=LSTDTBEXHZQ4KPHJSRXH2L9TV&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_48&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_xheu4C_wjZbJz2GQtaaNjsm16marwrh54FIZivKXDuLA%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"12,343","9,499",23% off,Storage Included| W x H x D: 40 cm x 190 cm x 40 cm (1 ft 3 in x 6 ft 2 in x 1 ft 3 in)| Mirror W x H: 380 mm x 1330 mm| Finish Type: Polished | Finish Color: Wallnut + White| Knock Down - Delivered in non-assembled pieces| installation by service partner,4
48,"ELILI Solid Wood Study Table  (Free Standing, Finish Color - MULTICOLOR, Pre-assembled)",https://www.flipkart.com/elili-solid-wood-study-table/p/itm70a142515148a?pid=OSTGG6UNGXUNW635&lid=LSTOSTGG6UNGXUNW635E2FXGW&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_49&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.OSTGG6UNGXUNW635.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"1,599",898,43% off,Material: Plywood| Configuration: U-shaped| Height x Width: 27 cm x 60 cm (10 in x 1 ft 11 in)| Storage Included| Pre Assembled (Ready to Use),4.8
49,"LINGAZ Wall mounted Office Study table(23.4 inchX 15.5inch) Laptop Table Foldable Engineered Wood Office Table  (Wall Mounted, Finish Color - Brown, DIY(Do-It-Yourself))",https://www.flipkart.com/lingaz-wall-mounted-office-study-table-23-4-inchx-15-5inch-laptop-table-foldable-engineered-wood/p/itmf4c6792482259?pid=OSTGEWEGSDJQZXYC&lid=LSTOSTGEWEGSDJQZXYCJ4VXLK&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_50&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.OSTGEWEGSDJQZXYC.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"2,599",811,68% off,Material: MDF| Configuration: Straight| Height x Width: 30 cm x 59 cm (11 in x 1 ft 11 in)| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,4.1
50,"ANIKAA Helen Metal Side Table  (Finish Color - Black, DIY(Do-It-Yourself))",https://www.flipkart.com/anikaa-helen-metal-side-table/p/itmfe75775622169?pid=SITGREGKZVWKHFUF&lid=LSTSITGREGKZVWKHFUFB0OPKX&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_51&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_w7BmJNMVFXF-6k3pmdQcxR2jKwKTetZXm9wgAwBI9Tvw%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"10,999","6,999",36% off,Round| Width x Height: 46 x 48 cm (1 ft 6 in x 1 ft 6 in)| Suitable For: Living Room| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions,4.2
51,"ANIKAA Metal Nesting Table  (Finish Color - White, Set of - 2, DIY(Do-It-Yourself))",https://www.flipkart.com/anikaa-metal-nesting-table/p/itmd0a0358c31d11?pid=NTTGRDZSGJEGKCWA&lid=LSTNTTGRDZSGJEGKCWA6YFUSU&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_52&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_xTKCkih9WsvoT0Jxzp8GupeOqndyqB8KBJkHRNL4pa4Q%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"25,999","16,499",36% off,Shape: Round| Delivery Condition: DIY(Do-It-Yourself)| Finish: Matte| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,4.2
52,"LINGAZ Engineered Wood Office Table  (Wall Mounted, Finish Color - Black, DIY(Do-It-Yourself))",https://www.flipkart.com/lingaz-engineered-wood-office-table/p/itma16b8cfc51e5a?pid=OSTGEWEHAGQ8BZ5G&lid=LSTOSTGEWEHAGQ8BZ5GQF9C4O&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_53&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.OSTGEWEHAGQ8BZ5G.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"2,599",791,69% off,Material: MDF| Configuration: Straight| Height x Width: 30 cm x 59 cm (11 in x 1 ft 11 in)| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,4.4
53,"NEUDOT YAHOO Engineered Wood Office Table  (Free Standing, Finish Color - TEAK, Knock Down)",https://www.flipkart.com/neudot-yahoo-engineered-wood-office-table/p/itm20605354b5d5b?pid=OSTGFGT9SVHNRWC7&lid=LSTOSTGFGT9SVHNRWC70DJ1KP&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_54&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.OSTGFGT9SVHNRWC7.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"11,000","5,999",45% off,Material: Particle Board| Configuration: Straight| Height x Width: 76 cm x 120 cm (2 ft 5 in x 3 ft 11 in)| Storage Included| Knock Down - Delivered in non-assembled pieces| installation by service partner,4.4
54,"NEUDOT WONDER Engineered Wood Study Table  (Free Standing, Finish Color - TEAK, Knock Down)",https://www.flipkart.com/neudot-wonder-engineered-wood-study-table/p/itm4f1159858b705?pid=OSTGFRNFPDWVNH63&lid=LSTOSTGFRNFPDWVNH63RKCN09&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_55&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.OSTGFRNFPDWVNH63.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"11,000","5,499",50% off,Material: Particle Board| Configuration: Straight| Height x Width: 115 cm x 60 cm (3 ft 9 in x 1 ft 11 in)| Storage Included| Knock Down - Delivered in non-assembled pieces| installation by service partner,4.1
55,"Dev Enterprise Multipurpose Foldable Table with Cup Holder, Study , Bed ,Table, Portable Wood Portable Laptop Table  (Finish Color - black, Pre Assembled)",https://www.flipkart.com/dev-enterprise-multipurpose-foldable-table-cup-holder-study-bed-table-portable-wood-laptop/p/itm9044d30ecf4c4?pid=PLLGE2SUYJZ2BDBQ&lid=LSTPLLGE2SUYJZ2BDBQVR6UWA&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_56&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.PLLGE2SUYJZ2BDBQ.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,938,469,50% off,Primary Material: Wood| W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in)| Foldable,4
56,"HALSEY Plastic Study Table  (Finish Color - PINK, DIY(Do-It-Yourself))",https://www.flipkart.com/halsey-plastic-study-table/p/itm6f596c2297c90?pid=KDTGAD67GKN88ZHZ&lid=LSTKDTGAD67GKN88ZHZKSL0XC&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_57&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_x__bh4FNAVHMQGOgCXHsRHXlV9QUEOCQGTfgc2IuPB4g%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"2,199","1,080",50% off,Shape: Rectangle| W x H x D: 28 cm x 19 cm x 7.4 cm (11 in x 7 in x 2 in)| Foldable| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,4
57,"StarAndDaisy Bed Laptop Table with USB HUB & Fan, Engineered wood Multipurpose Table Wood Portable Laptop Table  (Finish Color - WHITE)",https://www.flipkart.com/staranddaisy-bed-laptop-table-usb-hub-fan-engineered-wood-multipurpose-portable/p/itm7dfd81860376b?pid=PLLGNHVHGQJVV9G8&lid=LSTPLLGNHVHGQJVV9G8W0DSYT&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_58&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_zaYEJx8GE_v-StYRon3f9csDkgf5XJ1gD2QLuia1QwkA%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"2,499","1,899",24% off,Primary Material: Wood| W x H x D: 60 cm x 38 cm x 40 cm (1 ft 11 in x 1 ft 2 in x 1 ft 3 in)| Foldable,4
58,"soha fashion Multipurpose Foldable Table with Cup Holder, Study , Bed ,Table, Portable Wood Portable Laptop Table  (Finish Color - green, Pre Assembled)",https://www.flipkart.com/soha-fashion-multipurpose-foldable-table-cup-holder-study-bed-table-portable-wood-laptop/p/itm88fa88cff0427?pid=PLLGADHD3EZUXDYC&lid=LSTPLLGADHD3EZUXDYCPK1KQV&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_59&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.PLLGADHD3EZUXDYC.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"1,699",469,72% off,Primary Material: Wood| W x H x D: 39.3 cm x 24 cm x 40 cm (1 ft 3 in x 9 in x 1 ft 3 in)| Foldable,4
59,"BHAYANI EXPORT Multipurpose Foldable Table with Cup Holder, Study , Bed ,Table, Portable Wood Portable Laptop Table  (Finish Color - black, Pre Assembled)",https://www.flipkart.com/bhayani-export-multipurpose-foldable-table-cup-holder-study-bed-table-portable-wood-laptop/p/itm8aa5ce8fbcb4e?pid=PLLGB8AYUXDKDJYV&lid=LSTPLLGB8AYUXDKDJYVNJQXIK&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_60&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.PLLGB8AYUXDKDJYV.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,999,445,55% off,Primary Material: Wood| W x H x D: 58 cm x 26 cm x 6 cm (1 ft 10 in x 10 in x 2 in)| Foldable| With Mouse Tray,3.9
60,"KIVA Wood Portable Laptop Table Wood Portable Laptop Table  (Finish Color - WHITE, Pre Assembled)",https://www.flipkart.com/kiva-wood-portable-laptop-table/p/itma3301319a040d?pid=PLLGEUDFPEVFMRBS&lid=LSTPLLGEUDFPEVFMRBSSIEVTR&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_61&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_yRowD4x8_8HRvMiQxFTZkCDaDx2HCYGpBe-zmCAgVBjA%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"4,999","1,409",71% off,Primary Material: Wood| W x H x D: 40 cm x 68 cm x 60 cm (1 ft 3 in x 2 ft 2 in x 1 ft 11 in)| Foldable,3.8
61,"StarAndDaisy Smart Kids Study Table For 3 To 10 Years with An Option Of Led Lamp- Pink Plastic Study Table  (Finish Color - BLUE, DIY(Do-It-Yourself))",https://www.flipkart.com/staranddaisy-smart-kids-study-table-3-10-years-option-led-lamp-pink-plastic/p/itm597d03f985f19?pid=KDTGKZ9KCQW5TWWC&lid=LSTKDTGKZ9KCQW5TWWCELKSPR&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_62&otracker=search&fm=organic&iid=en_CCNZCua_vdM-m5flPDTuptGPDEN_GHWKBWRxiOmlc_yGSRRXydALx8nTLZ1FzlU9akFeqe9iRAFfJ2rP4esLOg%3D%3D&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"5,999","3,999",33% off,Shape: Rectangle| W x H x D: 60 cm x 100 cm x 40 cm (1 ft 11 in x 3 ft 3 in x 1 ft 3 in)| Adjustable Height| Foldable| DIY - Basic assembly to be done with simple tools by the customer| comes with instructions.,3.8
62,"A V CREATION Wood Portable Laptop Table  (Finish Color - Black1, Pre Assembled)",https://www.flipkart.com/v-creation-wood-portable-laptop-table/p/itm122157a040dc9?pid=PLLG3ZMZDRNZM67U&lid=LSTPLLG3ZMZDRNZM67UTDD4AO&marketplace=FLIPKART&q=tables&store=wwe&srno=s_2_63&otracker=search&fm=organic&iid=4c2037da-0858-4d44-a84f-eb30a8f0dfcd.PLLG3ZMZDRNZM67U.SEARCH&ppt=None&ppn=None&ssid=y9lxsxfpc00000001689605584079&qH=9ab2ec7ea4a20413,"2,459",469,80% off,Primary Material: Wood| W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in)| Foldable,3.9
